evaluation,metric_type,comparison,level,class_metric_kind,class,support,tp,fp,fn,precision,recall,f1,cohen_kappa_one_vs_rest
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,03-06-02,63,27,2,36,0.9310344827586207,0.42857142857142855,0.5869565217391304,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,03-06-03,15,4,3,11,0.5714285714285714,0.26666666666666666,0.36363636363636365,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,03-06-04,34,6,40,28,0.13043478260869565,0.17647058823529413,0.15,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,03-06-05,7,5,1,2,0.8333333333333334,0.7142857142857143,0.7692307692307692,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,03-06-06,1,1,1,0,0.5,1.0,0.6666666666666666,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,03-06-07,0,0,10,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,03-06-99,0,0,31,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,03-07-00,16,1,0,15,1.0,0.0625,0.11764705882352941,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,03-07-01,16,10,32,6,0.23809523809523808,0.625,0.3448275862068965,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,03-07-99,0,0,5,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,03-08-00,37,10,44,27,0.18518518518518517,0.2702702702702703,0.2197802197802198,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,03-08-01,11,0,0,11,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,03-09-00,3,0,0,3,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,03-09-01,57,19,27,38,0.41304347826086957,0.3333333333333333,0.36893203883495146,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,03-99-00,0,0,12,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,04-00-00,31,1,17,30,0.05555555555555555,0.03225806451612903,0.04081632653061224,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,04-01-00,69,39,2,30,0.9512195121951219,0.5652173913043478,0.7090909090909091,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,04-02-00,20,8,5,12,0.6153846153846154,0.4,0.4848484848484849,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,04-03-00,55,26,0,29,1.0,0.4727272727272727,0.6419753086419753,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,04-04-00,5,1,0,4,1.0,0.2,0.33333333333333337,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,04-05-00,54,13,4,41,0.7647058823529411,0.24074074074074073,0.36619718309859156,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,04-06-00,14,13,9,1,0.5909090909090909,0.9285714285714286,0.7222222222222223,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,04-07-00,4,3,3,1,0.5,0.75,0.6,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,04-08-00,25,16,9,9,0.64,0.64,0.64,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,04-09-00,1,0,28,1,0.0,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,04-99-00,0,0,67,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,05-00-00,24,7,99,17,0.0660377358490566,0.2916666666666667,0.10769230769230771,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,05-02-00,0,0,1,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,05-03-00,145,47,8,98,0.8545454545454545,0.32413793103448274,0.47,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,05-04-00,28,4,2,24,0.6666666666666666,0.14285714285714285,0.23529411764705882,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,05-05-00,206,48,15,158,0.7619047619047619,0.23300970873786409,0.3568773234200744,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,05-06-00,101,49,38,52,0.5632183908045977,0.48514851485148514,0.5212765957446809,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,05-08-00,5,3,31,2,0.08823529411764706,0.6,0.15384615384615385,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,05-09-00,0,0,1,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,05-99-00,0,0,7,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,full,single_label,BLANK,0,0,9,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,00-01,0,0,3,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,00-02,0,0,68,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,00-03,0,0,6,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,00-04,0,0,2,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,01-00,30,0,1,30,0.0,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,01-01,771,613,408,158,0.6003917727717923,0.795071335927367,0.6841517857142857,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,01-03,16,1,5,15,0.16666666666666666,0.0625,0.09090909090909091,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,01-04,909,686,91,223,0.8828828828828829,0.7546754675467546,0.8137603795966785,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,01-05,52,39,99,13,0.2826086956521739,0.75,0.4105263157894737,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,01-07,3,2,0,1,1.0,0.6666666666666666,0.8,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,01-99,0,0,1,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,02-00,9,3,8,6,0.2727272727272727,0.3333333333333333,0.3,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,02-01,6,0,1,6,0.0,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,02-02,5,2,1,3,0.6666666666666666,0.4,0.5,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,02-03,17,8,1,9,0.8888888888888888,0.47058823529411764,0.6153846153846153,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,02-04,11,1,31,10,0.03125,0.09090909090909091,0.046511627906976744,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,02-05,6,4,5,2,0.4444444444444444,0.6666666666666666,0.5333333333333333,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,02-06,1,0,1,1,0.0,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,02-99,0,0,16,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,03-00,47,0,0,47,,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,03-01,453,318,112,135,0.7395348837209302,0.7019867549668874,0.7202718006795018,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,03-02,51,27,41,24,0.39705882352941174,0.5294117647058824,0.453781512605042,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,03-03,209,102,70,107,0.5930232558139535,0.4880382775119617,0.5354330708661418,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,03-04,77,36,32,41,0.5294117647058824,0.4675324675324675,0.49655172413793097,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,03-05,73,40,24,33,0.625,0.547945205479452,0.583941605839416,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,03-06,193,101,63,92,0.6158536585365854,0.5233160621761658,0.5658263305322129,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,03-07,32,16,32,16,0.3333333333333333,0.5,0.4,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,03-08,48,14,40,34,0.25925925925925924,0.2916666666666667,0.27450980392156865,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,03-09,60,19,27,41,0.41304347826086957,0.31666666666666665,0.3584905660377358,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,03-99,0,0,12,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,04-00,31,1,17,30,0.05555555555555555,0.03225806451612903,0.04081632653061224,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,04-01,69,39,2,30,0.9512195121951219,0.5652173913043478,0.7090909090909091,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,04-02,20,8,5,12,0.6153846153846154,0.4,0.4848484848484849,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,04-03,55,26,0,29,1.0,0.4727272727272727,0.6419753086419753,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,04-04,5,1,0,4,1.0,0.2,0.33333333333333337,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,04-05,54,13,4,41,0.7647058823529411,0.24074074074074073,0.36619718309859156,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,04-06,14,13,9,1,0.5909090909090909,0.9285714285714286,0.7222222222222223,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,04-07,4,3,3,1,0.5,0.75,0.6,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,04-08,25,16,9,9,0.64,0.64,0.64,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,04-09,1,0,28,1,0.0,0.0,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,04-99,0,0,67,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,05-00,24,7,99,17,0.0660377358490566,0.2916666666666667,0.10769230769230771,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,05-02,0,0,1,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,05-03,145,47,8,98,0.8545454545454545,0.32413793103448274,0.47,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,05-04,28,4,2,24,0.6666666666666666,0.14285714285714285,0.23529411764705882,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,05-05,206,48,15,158,0.7619047619047619,0.23300970873786409,0.3568773234200744,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,05-06,101,49,38,52,0.5632183908045977,0.48514851485148514,0.5212765957446809,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,05-08,5,3,31,2,0.08823529411764706,0.6,0.15384615384615385,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,05-09,0,0,1,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,05-99,0,0,7,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level2,single_label,BLANK,0,0,9,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level1,single_label,00,0,0,79,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level1,single_label,01,1781,1605,341,176,0.8247687564234327,0.9011791128579449,0.8612825328682586,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level1,single_label,02,55,46,36,9,0.5609756097560976,0.8363636363636363,0.6715328467153284,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level1,single_label,03,1243,937,189,306,0.8321492007104796,0.7538213998390989,0.7910510764035457,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level1,single_label,04,278,213,51,65,0.8068181818181818,0.7661870503597122,0.7859778597785977,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level1,single_label,05,509,350,10,159,0.9722222222222222,0.68762278978389,0.8055235903337168,
Evaluation 3: EXP2 vs EXP1 vs PHY,underlying,EXP2_underlying vs PHY_underlying,level1,single_label,BLANK,0,0,9,0,0.0,,,
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,00-02-00,0,0,4,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,01-00-00,2,0,0,2,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,01-01-00,2,1,29,1,0.03333333333333333,0.5,0.0625,0.04861796643632787
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,01-01-01,5,3,13,2,0.1875,0.6,0.2857142857142857,0.2638915409585648
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,01-01-02,0,0,1,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,01-01-03,0,0,1,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,01-01-04,1,0,23,1,0.0,0.0,,-0.0075138843515195255
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,01-01-05,0,0,12,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,01-01-06,0,0,3,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,01-01-99,0,0,5,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,01-04-00,4,0,2,4,0.0,0.0,,-0.010484927916125155
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,01-04-01,0,0,11,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,01-04-02,27,11,5,16,0.6875,0.4074074074074074,0.5116279069767441,0.4702071267301462
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,01-04-03,0,0,2,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,01-05-00,1,0,11,1,0.0,0.0,,-0.0071848465055529605
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,01-99-00,0,0,5,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,02-00-00,1,0,0,1,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-00-00,3,0,0,3,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-01-00,0,0,3,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-01-01,82,52,46,30,0.5306122448979592,0.6341463414634146,0.5777777777777778,0.3529879422287003
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-01-02,1,0,18,1,0.0,0.0,,-0.007427274602848463
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-01-03,0,0,1,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-01-04,22,3,9,19,0.25,0.13636363636363635,0.1764705882352941,0.12350791717417793
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-01-99,0,0,14,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-02-00,0,0,12,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-02-01,1,0,0,1,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-02-02,2,0,7,2,0.0,0.0,,-0.012253829321665964
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-02-99,0,0,4,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-03-00,1,0,6,1,0.0,0.0,,-0.006715165081145537
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-03-02,0,0,7,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-03-03,0,0,2,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-03-99,0,0,6,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-04-00,2,0,1,2,0.0,0.0,,-0.005215123859201154
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-04-01,2,0,4,2,0.0,0.0,,-0.010484927916125155
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-04-02,9,5,7,4,0.4166666666666667,0.5555555555555556,0.4761904761904762,0.45435244161358873
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-04-99,0,0,14,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-05-01,38,24,26,14,0.48,0.631578947368421,0.5454545454545454,0.4536564625850342
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-05-99,0,0,1,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-06-00,1,0,0,1,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-06-02,1,0,0,1,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-06-99,0,0,6,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-07-01,2,0,10,2,0.0,0.0,,-0.013140604467805203
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-07-99,0,0,4,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-08-00,14,10,38,4,0.20833333333333334,0.7142857142857143,0.3225806451612903,0.2601782042494864
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-08-01,11,0,0,11,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-08-99,0,0,2,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-09-00,2,0,0,2,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-09-01,8,2,28,6,0.06666666666666667,0.25,0.10526315789473685,0.05901356881326739
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,03-99-00,0,0,9,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,04-00-00,1,0,0,1,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,04-01-00,1,0,1,1,0.0,0.0,,-0.003906249999992727
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,04-02-00,1,0,3,1,0.0,0.0,,-0.005870841487283326
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,04-05-00,1,0,0,1,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,04-99-00,0,0,2,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,05-00-00,0,0,1,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,05-03-00,4,0,0,4,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,05-04-00,1,0,0,1,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,05-05-00,3,0,0,3,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,full,multi_label,BLANK,0,0,26,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,00-02,0,0,4,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,01-00,2,0,0,2,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,01-01,8,5,71,3,0.06578947368421052,0.625,0.11904761904761904,0.06646377380718631
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,01-04,31,15,15,16,0.5,0.4838709677419355,0.4918032786885246,0.42339147427082563
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,01-05,1,0,11,1,0.0,0.0,,-0.0071848465055529605
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,01-99,0,0,5,0,0.0,,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,02-00,1,0,0,1,,0.0,,0.0
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory,EXP2_contrib_set vs PHY_contrib,level2,multi_label,03-00,3,0,0,3,,0.0,,0.0
