evaluation,metric_type,comparison,level,reference,predicted,n_cases,confusion_type
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-02-02,,31,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,01-01-02,31,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-01-03,,30,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-03-01,,30,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,04-99-00,28,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,02-99-00,,25,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,00-03-00,,25,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-05-01,25,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,04-02-00,,24,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-09-99,,24,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-06-06,,23,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,01-04-00,,22,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-07-00,22,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,01-03-00,22,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,01-04-99,,21,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-04-01,21,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-01-00,21,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,05-00-00,21,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,05-05-00,21,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,04-05-00,,20,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,01-04-00,20,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-08-01,,18,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,01-03-00,,18,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,01-04-03,18,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-08-99,18,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,05-04-00,,16,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-01-03,16,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,04-09-00,,15,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,05-06-00,15,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,02-03-00,,14,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-02-01,,13,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-02-02,13,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-04-00,13,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-06-00,13,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-02-01,13,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-09-99,12,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,04-06-00,,11,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,01-04-99,11,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,02-05-00,,10,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-05-99,,10,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-06-02,,10,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-04-00,,10,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,05-00-00,,10,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-06-07,,9,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-06-02,9,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,01-01-03,9,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,05-03-00,9,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,04-00-00,,8,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,04-01-00,,8,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,05-02-00,,8,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-08-01,8,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,02-02-00,,7,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,04-07-00,,7,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,02-00-00,,7,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,05-08-00,7,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-06-01,,6,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-06-03,,6,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-06-04,,6,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,05-08-00,,6,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-06-06,6,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,05-99-00,6,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,02-99-00,5,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-03-01,5,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,04-05-00,5,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-05-99,5,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-06-04,5,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-07-00,,4,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-06-00,,4,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-01-00,,3,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,05-01-00,,3,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,02-06-00,,3,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,04-02-00,3,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,01-07-00,,2,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,04-03-00,,2,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-09-00,,2,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-06-05,,2,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,01-01-03,,2,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,04-04-00,,2,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-06-01,2,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-09-00,2,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-06-07,2,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,99-00-00,2,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,05-04-00,2,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,04-09-00,2,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,05-01-05,,1,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,02-01-00,,1,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,03-02-05,,1,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,01-00-00,,1,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,00-04-00,1,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,00-03-00,1,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,04-07-00,1,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,02-00-00,1,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,03-06-03,1,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,04-06-00,1,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,02-06-00,1,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,02-02-00,1,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,full,,01-09-01,1,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,,BLANK,1016,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,01,,818,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,03,,711,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,,01,473,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,,03,406,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,05,,343,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,00,,278,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,04,,147,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,02,,111,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,,00,52,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,99,,34,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,,04,31,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,,05,28,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,,02,3,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level1,,99,2,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,BLANK,1016,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,01-01,,711,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,01-01,594,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,03-09,,368,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,03-01,,329,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,03-03,,323,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,03-09,305,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,03-04,,268,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,03-02,266,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,01-04,,265,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,03-08,255,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,03-03,255,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,03-02,,243,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,03-99,,235,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,01-05,,227,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,00-02,,223,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,03-07,,222,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,03-01,222,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,01-99,,209,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,03-04,183,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,03-08,,149,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,05-03,,149,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,03-06,,144,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,01-05,119,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,01-04,115,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,03-07,100,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,05-05,,99,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,03-99,92,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,03-06,90,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,05-06,,81,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,01-99,73,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,05-99,,70,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,04-99,,66,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,02-04,,60,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,00-02,51,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,03-05,,49,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,99-00,,34,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,00-04,,31,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,04-99,28,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,03-05,27,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,02-99,,25,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,00-03,,25,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,04-02,,24,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,01-03,22,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,05-00,21,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,05-05,21,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,04-05,,20,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,01-03,,18,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,05-04,,16,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,04-09,,15,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,05-06,15,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,02-03,,14,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,04-06,,11,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,02-05,,10,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,05-00,,10,MISSED_BY_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,,05-03,9,EXTRA_FROM_LLM
Evaluation 3: EXP2 vs EXP1 vs PHY,contributory_llm_pair,EXP2_contrib_set vs EXP1_contrib_set,level2,04-00,,8,MISSED_BY_LLM
