evaluation,experiment,comparison,level,error_type,code,n_cases
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-08-01,7
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,04-03-00,7
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-04-99,7
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-01-03,7
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-06-02,6
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-00-00,6
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,04-08-00,6
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,04-04-00,5
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,02-06-00,5
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,99-00-00,5
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,04-06-00,5
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,05-00-00,5
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,04-01-00,4
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-06-00,4
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-05-99,3
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,05-01-00,3
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,00-01-00,2
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-06-03,2
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-06-05,2
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-09-00,2
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,02-01-00,2
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,05-09-00,2
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,02-00-00,1
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-07-00,1
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,03-05-00,1
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,04-07-00,1
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,05-01-99,1
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,false_positive_llm_extra_code_not_in_phy,01-06-00,1
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,01-04-02,444
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,01-01-04,183
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-01-04,163
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,01-01-01,162
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,05-05-00,161
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-01-01,149
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-01-02,113
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,05-03-00,113
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-05-01,90
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,05-06-00,86
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,01-01-00,76
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,04-01-00,57
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-06-02,56
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,01-04-01,55
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,04-03-00,54
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-09-01,51
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,01-01-02,49
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-03-02,47
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-08-00,43
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,01-05-00,41
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-03-03,39
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-04-02,37
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-02-02,36
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,01-01-05,31
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,04-05-00,29
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,04-08-00,25
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,01-01-06,23
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,04-02-00,16
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,02-03-00,16
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-07-01,14
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,05-04-00,14
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-01-03,13
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-03-00,11
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-06-01,11
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,02-04-00,11
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,04-06-00,11
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-06-04,10
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,01-04-03,10
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-06-03,8
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-04-01,7
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-06-05,6
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,01-03-00,5
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,02-05-00,5
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,02-01-00,4
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-02-00,4
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,01-04-00,4
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,04-04-00,4
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-06-00,3
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-03-01,3
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,04-07-00,3
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,02-02-00,3
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,05-08-00,3
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-07-00,2
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-01-00,2
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,01-07-00,2
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,05-00-00,2
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,02-06-00,1
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-04-00,1
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,03-06-06,1
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,full,true_positive_code_found_by_both,04-09-00,1
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,false_negative_phy_code_missed_by_llm,01,249
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,false_negative_phy_code_missed_by_llm,03,161
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,false_negative_phy_code_missed_by_llm,05,113
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,false_negative_phy_code_missed_by_llm,04,60
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,false_negative_phy_code_missed_by_llm,02,6
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,false_positive_llm_extra_code_not_in_phy,03,1026
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,false_positive_llm_extra_code_not_in_phy,01,350
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,false_positive_llm_extra_code_not_in_phy,00,335
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,false_positive_llm_extra_code_not_in_phy,02,123
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,false_positive_llm_extra_code_not_in_phy,04,59
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,false_positive_llm_extra_code_not_in_phy,05,49
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,false_positive_llm_extra_code_not_in_phy,99,5
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,true_positive_code_found_by_both,01,1613
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,true_positive_code_found_by_both,03,1192
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,true_positive_code_found_by_both,05,400
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,true_positive_code_found_by_both,04,231
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level1,true_positive_code_found_by_both,02,51
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,01-04,341
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,01-01,145
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,03-01,108
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,03-00,53
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,05-05,49
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,01-00,46
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,03-03,43
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,03-06,40
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,05-03,37
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,04-00,34
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,05-06,31
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,04-05,28
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,03-04,23
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,05-00,22
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,03-05,21
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,03-08,19
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,04-01,15
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,05-04,15
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,01-03,14
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,01-05,14
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,03-09,14
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,02-00,10
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,03-02,10
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,03-07,8
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,04-02,6
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,04-03,4
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,04-06,3
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,02-05,3
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,02-01,2
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,02-03,2
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,02-02,2
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,05-08,2
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,04-08,1
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,01-07,1
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,04-04,1
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_negative_phy_code_missed_by_llm,04-07,1
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,01-01,743
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,03-09,406
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,03-02,402
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,03-08,376
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,03-03,333
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,00-02,303
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,03-01,275
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,01-05,234
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,03-04,232
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,03-07,159
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-04,99
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,03-06,97
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-05,94
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,03-99,91
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,01-99,85
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-99,85
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-03,85
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-06,75
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,01-04,72
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,03-05,34
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-99,33
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-99,31
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-04,23
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-03,21
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,00-04,20
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-09,19
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-02,18
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,00-03,17
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,01-03,16
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-05,16
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-02,12
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-05,11
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-02,10
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-08,10
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-03,7
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,03-00,6
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-08,6
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-04,5
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-06,5
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,99-00,5
Evaluation 2: EXP3 vs PHY,EXP3,EXP3_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-06,5
